Ticker,Market,Ticker_name,Current_Price,Avg_Volume_30D,Market_Cap,PER,PBR,Dividend_Yield
096770,KOSPI,SK이노베이션,118400,348025.7059,1.13351E+13,42.17,0.50999999,0
096775,KOSPI,SK이노베이션우,80700,2019.294118,1.00748E+11,0,0,0
475150,KOSPI,SK이터닉스,17060,2009838.471,5.74784E+11,0,0,0
001510,KOSPI,SK증권,508,1069615.824,2.40076E+11,84.67,0.330000013,0.389999986
001515,KOSPI,SK증권우,1901,31589.64706,7437689114,0,0,0.370000005
285130,KOSPI,SK케미칼,50100,37586.76471,8.64415E+11,24.18,0.449999988,1.299999952
28513K,KOSPI,SK케미칼우,23350,2074.941176,49395267150,0,0,3
017670,KOSPI,SK텔레콤,54700,583318.5882,1.1749E+13,11.04,1.019999981,6.46999979
000660,KOSPI,SK하이닉스,178000,5784857.941,1.29584E+14,0,2.289999962,0.670000017
003570,KOSPI,SNT다이내믹스,25450,241981.8235,8.46281E+11,11.51,0.810000002,2.75
064960,KOSPI,SNT모티브,44900,38400.76471,6.56579E+11,6.82,0.620000005,3.559999943
100840,KOSPI,SNT에너지,12500,91322.52941,2.5851E+11,9.98,0.819999993,7.199999809
036530,KOSPI,SNT홀딩스,22950,12172.64706,3.74174E+11,3.8,0.310000002,3.49000001
005610,KOSPI,SPC삼립,50400,4526.529412,4.34902E+11,8.13,0.970000029,3.369999886
011810,KOSPI,STX,5620,109981.1176,1.74321E+11,0,2.00999999,0
465770,KOSPI,STX그린로지스,11850,2249555.471,84976729200,58.96,2.779999971,0
077970,KOSPI,STX엔진,19890,346932.4118,4.57647E+11,119.1,2.119999886,0
002820,KOSPI,SUN&L,3265,13463.47059,41165084085,0,0.170000002,0
084870,KOSPI,TBH글로벌,1453,18641.58824,30304958007,4.5,0.479999989,6.880000114
002710,KOSPI,TCC스틸,49300,453095.2941,1.29234E+12,0,5.599999905,0.159999996
069260,KOSPI,TKG휴켐스,19800,50234.82353,8.09396E+11,5.64,0.899999976,5.050000191
007980,KOSPI,TP,1375,95140.52941,70365803750,10.58,0.319999993,2.549999952
002900,KOSPI,TYM,3200,87091.88235,1.44163E+11,2.3,0.360000014,5
024070,KOSPI,WISCOM,2150,32116.11765,32951841700,0,0.300000012,2.329999924
037270,KOSPI,YG PLUS,2815,273840.1765,1.78554E+11,8.28,1.100000024,0
000500,KOSPI,가온전선,38200,124079.4118,2.81074E+11,13.14,0.819999993,0
000860,KOSPI,강남제비스코,26600,19587.52941,1.729E+11,10.47,0.280000001,1.879999995
035250,KOSPI,강원랜드,16630,1432574.882,3.55783E+12,9.89,0.920000017,5.590000153
011420,KOSPI,갤럭시아에스엠,2300,7429330.647,63364181200,23.71,0.850000024,0
002100,KOSPI,경농,9140,17500.64706,1.78436E+11,8.63,0.670000017,4.920000076
009450,KOSPI,경동나비엔,70900,52865.94118,1.03291E+12,12.32,1.75,0.779999971
267290,KOSPI,경동도시가스,18910,6051.941176,1.11482E+11,3.64,0.25999999,4.630000114
012320,KOSPI,경동인베스트,77300,17162.29412,1.82816E+11,8.46,0.360000014,0.970000029
000050,KOSPI,경방,6390,55450,1.75184E+11,0,0.219999999,1.960000038
214390,KOSPI,경보제약,7440,0,1.77867E+11,60,1.230000019,0.670000017
012610,KOSPI,경인양행,3200,37133.76471,1.33172E+11,0,0.579999983,1.559999943
009140,KOSPI,경인전자,20650,2764.352941,32436958050,4.65,0.379999995,1.690000057
013580,KOSPI,계룡건설,13890,16611.88235,1.2405E+11,2.6,0.150000006,2.880000114
012200,KOSPI,계양전기,1553,29023.88235,42277053437,0,0.370000005,1.610000014
012205,KOSPI,계양전기우,4000,868.5882353,4676316000,0,0,0.75
002140,KOSPI,고려산업,2760,2732813.471,68832813000,20.15,0.629999995,0.910000026
010130,KOSPI,고려아연,776000,328130.5294,1.60657E+13,29.69,1.720000029,1.929999948
002240,KOSPI,고려제강,19200,16964.29412,4.8E+11,6.72,0.289999992,1.820000052
009290,KOSPI,광동제약,5730,57630.29412,3.00371E+11,6.28,0.419999987,1.75
017040,KOSPI,광명전기,1747,316386.4706,75710813405,7.31,0.620000005,0.569999993
017900,KOSPI,광전자,1879,63348.82353,1.08876E+11,0,0.409999996,2.660000086
037710,KOSPI,광주신세계,29000,4093.529412,2.30759E+11,4.78,0.280000001,7.590000153
030610,KOSPI,교보증권,5410,44624.64706,6.1654E+11,6.42,0.330000013,4.619999886
339770,KOSPI,교촌에프앤비,8990,78228.88235,2.24593E+11,15.66,1.200000048,3.339999914
007690,KOSPI,국도화학,33200,13299.41176,2.99152E+11,36.05,0.330000013,3.609999895
005320,KOSPI,국동,495,149011.7647,33327309015,0,0.330000013,0
001140,KOSPI,국보,2110,0,33456978680,0,0.889999986,0
002720,KOSPI,국제약품,5470,228515.7059,1.15744E+11,0,1.299999952,0
083420,KOSPI,그린케미칼,6520,29646.47059,1.5648E+11,45.28,1.25999999,3.529999971
014530,KOSPI,극동유화,3985,332772.9412,1.38955E+11,9.08,0.660000026,5.019999981
014280,KOSPI,금강공업,4360,20155.05882,1.27876E+11,2.99,0.300000012,2.75
014285,KOSPI,금강공업우,7910,402.3529412,4665911250,0,0,1.639999986
008870,KOSPI,금비,57000,3085,57000000000,0,0.579999983,2.279999971
001570,KOSPI,금양,52700,826674.0588,3.05924E+12,0,15.60999966,0
002990,KOSPI,금호건설,3195,31179.94118,1.18067E+11,103.06,0.25,0
002995,KOSPI,금호건설우,9280,373.8823529,2712228480,0,0,0
011780,KOSPI,금호석유,147700,165112.8824,4.08725E+12,8.83,0.670000017,1.960000038
011785,KOSPI,금호석유우,67600,9602.294118,2.04388E+11,0,0,4.360000134
214330,KOSPI,금호에이치티,630,547657.8235,1.34766E+11,0,0.389999986,0
001210,KOSPI,금호전기,864,534764,33999282144,0,1.50999999,0
073240,KOSPI,금호타이어,4300,382438.8824,1.23522E+12,7.83,0.980000019,0
092440,KOSPI,기신정기,2680,55298.82353,78256000000,45.42,0.310000002,4.480000019
000270,KOSPI,기아,99600,1143187.118,3.98259E+13,4.49,0.850000024,5.619999886
024110,KOSPI,기업은행,14130,949016.2353,1.12676E+13,4.47,0.360000014,6.960000038
013700,KOSPI,까뮤이앤씨,1312,136619.5882,59239791360,22.62,0.689999998,1.519999981
004540,KOSPI,깨끗한나라,2235,83078.94118,83232948855,0,0.400000006,0
004545,KOSPI,깨끗한나라우,12600,1100.588235,4613616000,0,0,0
001260,KOSPI,남광토건,6320,7089.058824,62141855040,10.36,0.550000012,0
008350,KOSPI,남선알미늄,1485,1686649.824,1.91682E+11,0,0.629999995,0
008355,KOSPI,남선알미우,18460,1628.235294,5683649400,0,0,0
004270,KOSPI,남성,1394,49923.41176,50479751040,0,0.400000006,0
003920,KOSPI,남양유업,571000,4588.705882,3.88126E+11,0,0.74000001,0.180000007
003925,KOSPI,남양유업우,393500,774.8823529,78700000000,0,0,0.270000011
025860,KOSPI,남해화학,6650,81007.94118,3.30364E+11,26.6,0.620000005,0.899999976
005720,KOSPI,넥센,4455,22249.58824,2.38538E+11,5.73,0.200000003,2.809999943
005725,KOSPI,넥센우,3145,3231.529412,11323887000,0,0,4.130000114
002350,KOSPI,넥센타이어,7300,91884.35294,7.12976E+11,7.29,0.439999998,1.580000043
002355,KOSPI,넥센타이어1우B,3110,4392.411765,20215000000,0,0,3.859999895
092790,KOSPI,넥스틸,8280,213262.1765,2.15297E+11,1.51,0.479999989,8.449999809
251270,KOSPI,넷마블,61300,114020.2941,5.26895E+12,0,1.00999999,0
090350,KOSPI,노루페인트,8930,125273.2941,1.786E+11,6.56,0.49000001,3.640000105
090355,KOSPI,노루페인트우,13930,615.5294118,6451345180,0,0,2.369999886
000320,KOSPI,노루홀딩스,13570,21987.76471,1.80361E+11,5.59,0.340000004,3.680000067
000325,KOSPI,노루홀딩스우,30000,304.1764706,7306770000,0,0,1.679999948
006280,KOSPI,녹십자,158500,71855.88235,1.85232E+12,0,1.389999986,0.949999988
005250,KOSPI,녹십자홀딩스,15300,66745.17647,7.19532E+11,0,0.709999979,1.960000038
005257,KOSPI,녹십자홀딩스2우,24650,311.5882353,20853653500,0,0,1.220000029
004370,KOSPI,농심,365500,20162.41176,2.22321E+12,12.29,0.870000005,1.370000005
072710,KOSPI,농심홀딩스,66100,3104.823529,3.06558E+11,4.57,0.270000011,3.779999971
058730,KOSPI,다스코,3210,79526.52941,60338180610,4.2,0.389999986,3.119999886
030210,KOSPI,다올투자증권,2990,51466.64706,1.82124E+11,0,0.310000002,5.019999981
023590,KOSPI,다우기술,18500,27043.05882,8.30032E+11,3.53,0.319999993,3.779999971
145210,KOSPI,다이나믹디자인,3310,680620.8235,57266617830,0,2.190000057,0
019680,KOSPI,대교,2120,47477.23529,1.7957E+11,0,0.560000002,0
019685,KOSPI,대교우B,1375,35863,26712111250,0,0,3.269999981
006370,KOSPI,대구백화점,7640,102825.2353,82677108040,0,0.319999993,0.649999976
008060,KOSPI,대덕,6160,24273.41176,2.08763E+11,16.92,0.360000014,6.489999771
00806K,KOSPI,대덕1우,6330,803.6470588,7674219810,0,0,6.400000095
353200,KOSPI,대덕전자,18130,169166.2353,8.95929E+11,36.85,1.080000043,1.649999976
35320K,KOSPI,대덕전자1우,8250,1743.058824,17288031750,0,0,3.700000048
000490,KOSPI,대동,8740,147914.2941,2.241E+11,11.01,0.460000008,1.139999986
008110,KOSPI,대동전자,15040,0,1.57776E+11,4.39,0.460000008,0
005750,KOSPI,대림B&Co,3510,74066.58824,58519562400,0,0.379999995,3.130000114
006570,KOSPI,대림통상,2860,10600.35294,43543500000,0,0.610000014,0
001680,KOSPI,대상,20100,131648.3529,6.96425E+11,10.79,0.550000012,3.980000019
001685,KOSPI,대상우,16470,6762.411765,22567572810,0,0,4.920000076
084690,KOSPI,대상홀딩스,8280,148077.5882,2.9984E+11,14.58,0.409999996,3.25999999
084695,KOSPI,대상홀딩스우,19250,7846.176471,17584528500,0,0,1.450000048
128820,KOSPI,대성산업,3625,275536.2941,1.63979E+11,0,0.230000004,0
117580,KOSPI,대성에너지,10080,842042.7647,2.772E+11,18.36,0.860000014,2.480000019
016710,KOSPI,대성홀딩스,8000,8661.647059,1.28716E+11,0.84,0.310000002,3.130000114
003540,KOSPI,대신증권,16640,97033.52941,8.44869E+11,8.17,0.370000005,7.210000038
003547,KOSPI,대신증권2우B,14840,19111.11765,1.484E+11,0,0,8.090000153
003545,KOSPI,대신증권우,15350,39082.52941,3.991E+11,0,0,8.140000343
009190,KOSPI,대양금속,1726,1707690.412,73113335836,0,0.889999986,0
014160,KOSPI,대영포장,1037,135219.4118,1.12405E+11,12.49,0.569999993,0
047040,KOSPI,대우건설,3790,1054413.941,1.57521E+12,3.04,0.379999995,0
009320,KOSPI,대우부품,1091,29603.88235,53786049070,218.2,1.929999948,0
003090,KOSPI,대웅,24400,91719.17647,1.41866E+12,6.61,1.070000052,0.409999996
069620,KOSPI,대웅제약,143200,40935.70588,1.6592E+12,13.44,2.150000095,0.419999987
000430,KOSPI,대원강업,4070,55089.17647,2.5234E+11,8.24,0.5,2.700000048
006340,KOSPI,대원전선,2975,2942584.882,2.23063E+11,23.06,2.210000038,0
006345,KOSPI,대원전선우,4015,121085.4706,10524118000,0,0,0
003220,KOSPI,대원제약,14620,138975.7059,3.27891E+11,12.82,1.159999967,2.049999952
024890,KOSPI,대원화성,1197,24606.05882,49375234944,0,0.920000017,0
002880,KOSPI,대유에이텍,1075,37125.23529,50249821500,0,1.370000005,0
000300,KOSPI,대유플러스,241,0,30475633069,0,0,0
012800,KOSPI,대창,1328,825279.1765,1.21035E+11,0,0.460000008,0
015230,KOSPI,대창단조,5060,27044.47059,1.44575E+11,3.86,0.49000001,3.559999943
001070,KOSPI,대한방직,6060,2337.823529,32118000000,0,0.170000002,0
006650,KOSPI,대한유화,111200,36116.70588,7.228E+11,0,0.379999995,0.899999976
001440,KOSPI,대한전선,12490,2147096.176,2.32873E+12,24.07,1.820000052,0
084010,KOSPI,대한제강,13680,21858.05882,3.20309E+11,3.41,0.319999993,3.650000095
001790,KOSPI,대한제당,2960,130253.2353,2.65502E+11,8.36,0.50999999,3.890000105
001795,KOSPI,대한제당우,2580,12495.52941,16725520800,0,0,4.650000095
001130,KOSPI,대한제분,139000,690,2.3491E+11,2.3,0.230000004,1.799999952
003490,KOSPI,대한항공,21600,936897.3529,7.95357E+12,7.54,0.839999974,3.470000029
003495,KOSPI,대한항공우,22900,1220.529412,25437182600,0,0,3.49000001
005880,KOSPI,대한해운,1915,3524076.353,6.11225E+11,8.7,0.370000005,0
003830,KOSPI,대한화섬,120000,1694.588235,1.5936E+11,12.93,0.189999998,0.629999995
016090,KOSPI,대현,2090,167857.8824,92550027900,3.97,0.360000014,4.78000021
069460,KOSPI,대호에이엘,1109,460107.4706,74907289664,21.33,0.790000021,0
