Ticker,Name,Start Price,Current Price,Total Return (%),Month 1 Return (%),Month 2 Return (%),Month 3 Return (%),Month 4 Return (%),Month 5 Return (%),Month 6 Return (%),Month 7 Return (%),Month 8 Return (%),Month 9 Return (%),Month 10 Return (%),Month 11 Return (%),Month 12 Return (%),Month 1 Volatility (%),Month 2 Volatility (%),Month 3 Volatility (%),Month 4 Volatility (%),Month 5 Volatility (%),Month 6 Volatility (%),Month 7 Volatility (%),Month 8 Volatility (%),Month 9 Volatility (%),Month 10 Volatility (%),Month 11 Volatility (%),Month 12 Volatility (%),Month 1 Sharpe Ratio,Month 2 Sharpe Ratio,Month 3 Sharpe Ratio,Month 4 Sharpe Ratio,Month 5 Sharpe Ratio,Month 6 Sharpe Ratio,Month 7 Sharpe Ratio,Month 8 Sharpe Ratio,Month 9 Sharpe Ratio,Month 10 Sharpe Ratio,Month 11 Sharpe Ratio,Month 12 Sharpe Ratio,,abs,abssr1,abssr2,abssr3,abssr4,abssr5,abssr6,abssr7,abssr8,abssr9,abssr10,abssr11,abssr12,abssrsum
108675,LX하우시스우,19490,23450,20.32,1.74,-1.7,-4.43,6.52,2.22,0.91,6.28,-0.72,5.95,-5.43,-3.82,13.48,1.53,1.26,2.75,1.42,0.84,1.24,1.56,1.17,1.45,1.11,3.24,1.39,1.14,-1.35,-1.61,4.59,2.64,0.73,4.03,-0.62,4.1,-4.89,-1.18,9.7,1.44,1.44,1.14,1.35,1.61,4.59,2.64,0.73,4.03,0.62,4.1,4.89,1.18,9.7,3.048333333
451800,한화리츠,4942,4100,-17.04,-0.36,-13.1,-2.75,3.12,-2.38,0,-4.86,4.95,-0.98,-0.98,0,-0.39,0.92,1.76,1.13,0.5,0.75,0.51,0.96,0.73,0.42,0.51,0.5,0.46,-0.39,-7.44,-2.43,6.24,-3.17,0,-5.06,6.78,-2.33,-1.92,0,-0.85,-0.880833333,0.880833333,0.39,7.44,2.43,6.24,3.17,0,5.06,6.78,2.33,1.92,0,0.85,3.050833333
13000,세우글로벌,1253,1332,6.3,2.3,-2.68,1.07,-1.62,-7.98,-2.59,-5.54,5.77,8.89,-0.51,-4.26,7.55,2.01,0.94,2.74,1.23,1.19,1.4,2.93,2.54,1.63,1.34,0.65,1.25,1.14,-2.85,0.39,-1.32,-6.71,-1.85,-1.89,2.27,5.45,-0.38,-6.55,6.04,-0.521666667,0.521666667,1.14,2.85,0.39,1.32,6.71,1.85,1.89,2.27,5.45,0.38,6.55,6.04,3.07
298050,HS효성첨단소재,371000,280500,-24.39,0.18,3.58,-10.16,-15.22,3.85,0.13,5.76,4.59,1.37,-17.65,2.17,9.13,2.45,2.43,3.27,1.8,2.02,2.34,3.31,2.1,1.51,1.54,2.7,1.95,0.07,1.47,-3.11,-8.46,1.91,0.06,1.74,2.19,0.91,-11.46,0.8,4.68,-0.766666667,0.766666667,0.07,1.47,3.11,8.46,1.91,0.06,1.74,2.19,0.91,11.46,0.8,4.68,3.071666667
9830,한화솔루션,27250,24600,-9.72,-0.81,4.44,-4.44,-6.6,-10.53,21.19,-11.88,2.72,-20.71,-13.6,24.02,8.79,2.3,3.84,4.86,2.4,3.34,4.94,4.04,1.61,3.76,2.98,3.38,3.54,-0.35,1.16,-0.91,-2.75,-3.15,4.29,-2.94,1.69,-5.51,-4.56,7.11,2.48,-0.286666667,0.286666667,0.35,1.16,0.91,2.75,3.15,4.29,2.94,1.69,5.51,4.56,7.11,2.48,3.075
1750,한양증권,9290,12960,39.5,0.15,-15.81,-2.42,36.27,0,4.07,-0.47,3.7,6.98,3.61,-3.37,2.04,1.55,3.75,4.48,4.1,0.91,1.02,1,0.93,2.08,0.79,1.35,0.47,0.1,-4.22,-0.54,8.85,0,3.99,-0.47,3.98,3.36,4.57,-2.5,4.34,1.788333333,1.788333333,0.1,4.22,0.54,8.85,0,3.99,0.47,3.98,3.36,4.57,2.5,4.34,3.076666667
16590,신대양제지,5070,5610,10.65,0.18,-0.36,2.17,-7.91,-3.73,2.49,-10.08,-0.48,-1.12,2.11,-2.6,3.63,0.25,0.92,2.89,0.68,0.99,1.26,1.7,1.04,2.15,1.24,1.31,0.51,0.72,-0.39,0.75,-11.63,-3.77,1.98,-5.93,-0.46,-0.52,1.7,-1.98,7.12,-1.034166667,1.034166667,0.72,0.39,0.75,11.63,3.77,1.98,5.93,0.46,0.52,1.7,1.98,7.12,3.079166667
11200,HMM,15590,17100,9.69,-4.95,10.89,-7.22,-7.57,2.61,15.38,-0.13,-12.13,-3.99,-6.36,23.38,4.24,1.44,1.84,2.85,2.01,3.21,3.9,3.39,1.52,2.3,2.92,6.94,3.38,-3.44,5.92,-2.53,-3.77,0.81,3.94,-0.04,-7.98,-1.73,-2.18,3.37,1.25,-0.531666667,0.531666667,3.44,5.92,2.53,3.77,0.81,3.94,0.04,7.98,1.73,2.18,3.37,1.25,3.08
29780,삼성카드,30300,41000,35.31,1.36,-6.69,6.23,10.21,-4.25,4.92,6.39,-2.45,7.59,2.8,-0.92,5.26,2.16,2.28,2.22,1.57,4.08,1.14,2.23,2.17,2.11,1.16,0.6,0.73,0.63,-2.93,2.81,6.5,-1.04,4.32,2.87,-1.13,3.6,2.41,-1.53,7.21,1.976666667,1.976666667,0.63,2.93,2.81,6.5,1.04,4.32,2.87,1.13,3.6,2.41,1.53,7.21,3.081666667
11210,현대위아,62400,50700,-18.75,-0.78,3,-2.29,-9.93,3.21,-5.6,-0.17,-4.55,-0.5,-8.91,9.78,14.18,0,1.87,2.75,1.32,1.85,1.24,1.75,1.47,2.48,1.82,1.44,2.49,,1.6,-0.83,-7.52,1.74,-4.52,-0.1,-3.1,-0.2,-4.9,6.79,5.69,-0.486363636,0.486363636,0,1.6,0.83,7.52,1.74,4.52,0.1,3.1,0.2,4.9,6.79,5.69,3.0825
23960,에쓰씨엔지니어링,2210,2230,0.9,7.73,33.97,2.76,9.71,-11.69,5.09,-5.07,-1.11,1.3,-7.24,-5.02,7.94,8.57,6.18,4.81,4.41,1.55,1.44,0.95,2.3,1.6,2.28,1.5,2.19,0.9,5.5,0.57,2.2,-7.54,3.53,-5.34,-0.48,0.81,-3.18,-3.35,3.63,-0.229166667,0.229166667,0.9,5.5,0.57,2.2,7.54,3.53,5.34,0.48,0.81,3.18,3.35,3.63,3.085833333
365550,ESR켄달스퀘어리츠,3640,4910,34.89,1.13,-0.8,2.9,7.28,-4.45,5.81,4.07,8.05,5.15,1.62,3.11,9.13,2.71,1.72,1.85,1.2,1.73,1.43,1.45,1.83,0.9,0.97,1.36,1.74,0.42,-0.47,1.57,6.07,-2.57,4.06,2.81,4.4,5.72,1.67,2.29,5.25,2.601666667,2.601666667,0.42,0.47,1.57,6.07,2.57,4.06,2.81,4.4,5.72,1.67,2.29,5.25,3.108333333
3570,SNT다이내믹스,11050,24250,119.46,3.19,16.39,-3.44,-1.43,13.9,19.35,-11.23,-1.58,20.14,-1.61,-9.21,9.85,4.16,5.27,4.38,2.81,2.19,2.41,2.52,2.43,3.07,2.33,3.14,4.01,0.77,3.11,-0.79,-0.51,6.35,8.03,-4.46,-0.65,6.56,-0.69,-2.93,2.46,1.4375,1.4375,0.77,3.11,0.79,0.51,6.35,8.03,4.46,0.65,6.56,0.69,2.93,2.46,3.109166667
4890,동일산업,49950,42400,-15.12,0.36,0.95,-1.53,2.41,-4.49,-0.12,-1.14,-4.77,0.54,-2.46,2.06,-7.24,0.42,0.51,1.25,0.57,0.92,0.93,0.82,0.55,1.03,1.93,0.78,0.75,0.86,1.86,-1.22,4.23,-4.88,-0.13,-1.39,-8.67,0.52,-1.27,2.64,-9.65,-1.425,1.425,0.86,1.86,1.22,4.23,4.88,0.13,1.39,8.67,0.52,1.27,2.64,9.65,3.11
34230,파라다이스,14880,11260,-24.33,-5.3,6.63,-7.29,-17.08,-0.91,-7.01,-1.63,11.09,-2.09,-5.88,0,-8.25,2.69,2.18,3.12,1.77,2.17,1.59,2.26,1.8,1.29,1.66,1.06,2.38,-1.97,3.04,-2.34,-9.65,-0.42,-4.41,-0.72,6.16,-1.62,-3.54,0,-3.47,-1.578333333,1.578333333,1.97,3.04,2.34,9.65,0.42,4.41,0.72,6.16,1.62,3.54,0,3.47,3.111666667
53210,스카이라이프,5850,4915,-15.98,0.31,-0.7,-2.27,-2.52,-3.89,-2.36,-1.24,2,-3.97,-3.92,-1.66,1.85,0.93,0.94,1.88,0.42,0.55,0.58,0.71,0.61,0.86,0.71,1.71,1.03,0.33,-0.74,-1.21,-6,-7.07,-4.07,-1.75,3.28,-4.62,-5.52,-0.97,1.8,-2.211666667,2.211666667,0.33,0.74,1.21,6,7.07,4.07,1.75,3.28,4.62,5.52,0.97,1.8,3.113333333
31440,신세계푸드,37450,35950,-4.01,-0.96,-0.14,-4.11,-2.82,4.03,9.05,-4.45,-3.22,-5.54,0.77,-3.19,13.91,1.17,0.65,1.89,1.3,2.47,1.21,1.43,0.72,1.78,1.09,0.99,1.68,-0.82,-0.22,-2.17,-2.17,1.63,7.48,-3.11,-4.47,-3.11,0.71,-3.22,8.28,-0.099166667,0.099166667,0.82,0.22,2.17,2.17,1.63,7.48,3.11,4.47,3.11,0.71,3.22,8.28,3.115833333
75580,세진중공업,4935,7570,53.39,1.2,-2,-17.28,-12.03,32.28,1.3,9.64,7.56,13.77,9.87,0.96,6.62,0.4,2.58,4.61,3.67,4.82,3.38,2.92,2.96,2.67,2.21,1.79,1.9,3,-0.78,-3.75,-3.28,6.7,0.38,3.3,2.55,5.16,4.47,0.54,3.48,1.814166667,1.814166667,3,0.78,3.75,3.28,6.7,0.38,3.3,2.55,5.16,4.47,0.54,3.48,3.115833333
14160,대영포장,1128,1058,-6.21,2.92,-1.71,-6.52,-4.2,-5.71,-3.83,-21.89,34.57,-2.6,6.13,-0.35,4.98,2.68,1.6,3.03,1.27,0.79,1.12,4.58,7.65,1.49,2.23,0.96,0.98,1.09,-1.07,-2.15,-3.31,-7.23,-3.42,-4.78,4.52,-1.74,2.75,-0.36,5.08,-0.885,0.885,1.09,1.07,2.15,3.31,7.23,3.42,4.78,4.52,1.74,2.75,0.36,5.08,3.125
1460,BYC,36050,32800,-9.02,-0.3,-5.36,3.31,-5.49,0.42,-7.09,-20.57,11.56,-2.39,-1.55,5.05,11.79,0.76,1.5,2.36,1.28,1.31,2.02,3.31,3.11,2.9,1.52,0.95,1.7,-0.39,-3.57,1.4,-4.29,0.32,-3.51,-6.21,3.72,-0.82,-1.02,5.32,6.94,-0.175833333,0.175833333,0.39,3.57,1.4,4.29,0.32,3.51,6.21,3.72,0.82,1.02,5.32,6.94,3.125833333
4545,깨끗한나라우,12270,12550,2.28,0.56,-7.33,-1.6,-2.78,1.21,2.14,-4.59,-13.68,1.46,18.25,-31.62,53.93,0.57,1.44,3.53,1.16,8.47,1.36,1.95,1.35,1.74,9.13,5.51,9.2,0.98,-5.09,-0.45,-2.4,0.14,1.57,-2.35,-10.13,0.84,2,-5.74,5.86,-1.230833333,1.230833333,0.98,5.09,0.45,2.4,0.14,1.57,2.35,10.13,0.84,2,5.74,5.86,3.129166667
860,강남제비스코,20800,26700,28.37,1.14,1.92,-6.16,5.37,-0.57,-3.66,13.7,8.76,10.5,-6.67,1.47,4.05,1.34,2.32,2.62,1.66,1.49,2.14,2.73,1.86,1.78,1.3,1.13,0.66,0.85,0.83,-2.35,3.23,-0.38,-1.71,5.02,4.71,5.9,-5.13,1.3,6.14,1.534166667,1.534166667,0.85,0.83,2.35,3.23,0.38,1.71,5.02,4.71,5.9,5.13,1.3,6.14,3.129166667
3495,대한항공우,24100,23000,-4.56,0,1.31,0,-3.54,4.13,-2.97,-5.48,-3.92,-1.15,-0.4,4.19,3.65,0.46,0.76,1.47,0.61,0.87,0.66,1.09,0.51,1.5,1.05,1.15,1.09,0,1.72,0,-5.8,4.75,-4.5,-5.03,-7.69,-0.77,-0.38,3.64,3.35,-0.8925,0.8925,0,1.72,0,5.8,4.75,4.5,5.03,7.69,0.77,0.38,3.64,3.35,3.135833333
126720,수산인더스트리,19520,20650,5.79,-0.24,-7,1.36,-9.86,-9.17,21.08,-0.22,9.83,6.87,1.69,-2.97,6.03,0.51,2.08,3.03,2.4,2.68,4.5,2.23,1.61,1.91,1.88,0.86,0.86,-0.47,-3.37,0.45,-4.11,-3.42,4.68,-0.1,6.11,3.6,0.9,-3.45,7.01,0.6525,0.6525,0.47,3.37,0.45,4.11,3.42,4.68,0.1,6.11,3.6,0.9,3.45,7.01,3.139166667
25620,제이준코스메틱,6090,5550,-8.87,-1.6,7.95,-7.48,-14.8,-9.61,10.86,6.51,14.04,-3.65,11.8,-5.09,0,1.29,2.96,1.14,2.64,4.4,5.59,3.07,2.44,2.36,3.19,1.17,1.69,-1.24,2.69,-6.56,-5.61,-2.18,1.94,2.12,5.75,-1.55,3.7,-4.35,0,-0.440833333,0.440833333,1.24,2.69,6.56,5.61,2.18,1.94,2.12,5.75,1.55,3.7,4.35,0,3.140833333
10130,고려아연,492500,776000,57.56,8.84,26.94,9.41,-5.28,3.41,14.57,2.77,1.46,-5.79,-2.57,0.2,7.55,3.68,5.15,2.59,1.53,2.18,2.02,1.57,1.57,1.34,1.2,1.8,1.52,2.4,5.23,3.63,-3.45,1.56,7.21,1.76,0.93,-4.32,-2.14,0.11,4.97,1.490833333,1.490833333,2.4,5.23,3.63,3.45,1.56,7.21,1.76,0.93,4.32,2.14,0.11,4.97,3.1425
383220,F&F,107500,69800,-35.07,-0.14,16.89,1.56,-7.99,-3.7,-4.29,-13.86,0.72,4.32,-18.79,7.34,-7.63,1.55,2.73,3.6,6.16,2.16,2.42,3.22,1.82,2.6,1.59,1.85,1.87,-0.09,6.19,0.43,-1.3,-1.71,-1.77,-4.3,0.4,1.66,-11.82,3.97,-4.08,-1.035,1.035,0.09,6.19,0.43,1.3,1.71,1.77,4.3,0.4,1.66,11.82,3.97,4.08,3.143333333
404990,신한서부티엔디리츠,3275,3725,13.74,-0.4,-0.79,-10.71,2.1,0.12,9.17,-3.26,9.27,0.4,2.45,-0.81,10.39,0,1.3,2.13,1.13,1.45,1.02,1.59,1.22,0.73,0.96,1.14,1.35,,-0.61,-5.03,1.86,0.08,8.99,-2.05,7.6,0.55,2.55,-0.71,7.7,1.902727273,1.902727273,0,0.61,5.03,1.86,0.08,8.99,2.05,7.6,0.55,2.55,0.71,7.7,3.144166667
5720,넥센,3920,4520,15.31,0.56,-1.83,-0.32,-3.52,6.61,5.16,4.38,-5.02,-4.39,1.92,-1.3,5.9,1.48,0.88,1.53,0.78,1.61,1.65,0.9,1.06,1.93,1.66,0.62,0.72,0.38,-2.08,-0.21,-4.51,4.11,3.13,4.87,-4.74,-2.27,1.16,-2.1,8.19,0.494166667,0.494166667,0.38,2.08,0.21,4.51,4.11,3.13,4.87,4.74,2.27,1.16,2.1,8.19,3.145833333
5090,SGC에너지,24050,27950,16.22,-0.89,-0.18,2.36,8.84,-6.51,9.26,10.04,-2.61,-4.34,-9.42,-6.02,4.34,1.13,1.43,2.69,1.65,1.53,2.57,2.87,1.07,1.43,1.19,1.71,1.86,-0.79,-0.13,0.88,5.36,-4.25,3.6,3.5,-2.44,-3.03,-7.92,-3.52,2.33,-0.534166667,0.534166667,0.79,0.13,0.88,5.36,4.25,3.6,3.5,2.44,3.03,7.92,3.52,2.33,3.145833333
268280,미원에스씨,137300,131700,-4.08,-0.98,0.15,-3.13,-4.93,-3.94,9.53,-2.39,3.73,-0.67,-1.25,0.51,-3.05,0.36,0.75,0.75,1.11,1.67,2.14,0.69,0.58,0.69,0.83,1.98,0.45,-2.72,0.2,-4.17,-4.44,-2.36,4.45,-3.46,6.43,-0.97,-1.51,0.26,-6.78,-1.255833333,1.255833333,2.72,0.2,4.17,4.44,2.36,4.45,3.46,6.43,0.97,1.51,0.26,6.78,3.145833333
17180,명문제약,2140,2070,-3.27,0,-6.59,-11.92,22.6,-3.21,-0.95,-8.33,11.68,-6.56,-9.09,5.54,-2.25,1.83,4.34,5.2,5.33,0.79,1.01,1.23,3.13,0.98,2.28,2.73,1.5,0,-1.52,-2.29,4.24,-4.06,-0.94,-6.77,3.73,-6.69,-3.99,2.03,-1.5,-1.48,1.48,0,1.52,2.29,4.24,4.06,0.94,6.77,3.73,6.69,3.99,2.03,1.5,3.146666667
4020,현대제철,35950,26900,-25.17,-3.58,8.56,-8.63,-5.63,-3.97,-5.27,-0.92,-9.14,3.01,-8.47,4.58,5.55,2.53,2.49,2.23,1.37,1.48,1.36,1.74,1.46,2.5,2.67,1.28,1.52,-1.42,3.44,-3.87,-4.11,-2.68,-3.87,-0.53,-6.26,1.2,-3.17,3.58,3.65,-1.17,1.17,1.42,3.44,3.87,4.11,2.68,3.87,0.53,6.26,1.2,3.17,3.58,3.65,3.148333333
5490,POSCO홀딩스,511000,369000,-27.79,-1.73,6.94,-6.21,-5.13,-2.94,-7.52,-3.11,-7.86,-1.26,-12.7,5.38,20,0.52,2.6,3.53,2.14,1.26,1.14,2.02,1.96,1.75,1.99,2.46,5.2,-3.33,2.67,-1.76,-2.4,-2.33,-6.6,-1.54,-4.01,-0.72,-6.38,2.19,3.85,-1.696666667,1.696666667,3.33,2.67,1.76,2.4,2.33,6.6,1.54,4.01,0.72,6.38,2.19,3.85,3.148333333
112610,씨에스윈드,49600,66800,34.68,-2.91,9.18,26.52,2.58,-5.71,2.52,-8.06,-2.5,-5.66,-19.01,32.45,18.49,1.85,3.94,5.86,3.22,2.78,3.43,4.38,1.77,2.72,2.73,3.83,3.67,-1.57,2.33,4.53,0.8,-2.05,0.73,-1.84,-1.41,-2.08,-6.96,8.47,5.04,0.499166667,0.499166667,1.57,2.33,4.53,0.8,2.05,0.73,1.84,1.41,2.08,6.96,8.47,5.04,3.150833333
230,일동홀딩스,11370,8180,-28.06,2.25,-2.86,7.65,4.76,-7.06,-9.2,-5.73,-0.22,0,-10.92,3.75,1.5,2.89,2.21,7.28,1.3,1.13,1.31,1.25,1.22,1.16,1.1,1.58,2.08,0.78,-1.29,1.05,3.66,-6.25,-7.02,-4.58,-0.18,0,-9.93,2.37,0.72,-1.7225,1.7225,0.78,1.29,1.05,3.66,6.25,7.02,4.58,0.18,0,9.93,2.37,0.72,3.1525
323410,카카오뱅크,22700,21250,-6.39,1.19,-1.63,2.55,1.9,-9.78,-10.28,-8.39,-2.99,5.96,-2.5,11.98,39.66,1.34,2.62,3.28,2.1,1.45,1.94,2.23,1.8,3.08,3.61,1.83,4.96,0.89,-0.62,0.78,0.9,-6.74,-5.3,-3.76,-1.66,1.94,-0.69,6.55,8,0.024166667,0.024166667,0.89,0.62,0.78,0.9,6.74,5.3,3.76,1.66,1.94,0.69,6.55,8,3.1525
251270,넷마블,40850,59500,45.65,1.54,2.23,-3.79,15.09,-11.24,5.06,-12.66,5.25,9.2,0.52,1.75,53.09,2.16,2.78,4,2.71,2.36,3.97,3,2.9,2.75,2.76,3.11,3.89,0.71,0.8,-0.95,5.57,-4.76,1.27,-4.22,1.81,3.35,0.19,0.56,13.65,1.498333333,1.498333333,0.71,0.8,0.95,5.57,4.76,1.27,4.22,1.81,3.35,0.19,0.56,13.65,3.153333333
2900,TYM,5130,3145,-38.69,0.8,-0.16,-5.93,-18.57,-6.64,-9.14,-11.06,1.12,-6.36,-3.63,9.96,1.79,0.79,1.97,3.94,5.54,0.97,1.28,1.98,2.09,1.73,2.37,1.79,1.75,1.01,-0.08,-1.51,-3.35,-6.85,-7.14,-5.59,0.54,-3.68,-1.53,5.56,1.02,-1.8,1.8,1.01,0.08,1.51,3.35,6.85,7.14,5.59,0.54,3.68,1.53,5.56,1.02,3.155
357250,미래에셋맵스리츠,3048,3105,1.87,-0.16,-1.26,-0.31,4.58,-2.22,-2.47,-2.14,3.5,6.56,0.35,-2.57,-2.31,0.56,0.52,1.16,0.6,0.62,0.94,0.87,1.11,0.59,0.67,1.07,1.64,-0.29,-2.42,-0.27,7.63,-3.58,-2.63,-2.46,3.15,11.12,0.52,-2.4,-1.41,0.58,0.58,0.29,2.42,0.27,7.63,3.58,2.63,2.46,3.15,11.12,0.52,2.4,1.41,3.156666667
00499K,롯데지주우,35550,31650,-10.97,0.48,-4.55,-5.31,-1.54,0.42,0,-0.56,0.84,-2.23,3.06,6.02,4.86,0.34,0.55,1.63,0.5,0.56,0.51,1.02,1.12,1.59,1.23,0.91,0.52,1.41,-8.27,-3.26,-3.08,0.75,0,-0.55,0.75,-1.4,2.49,6.62,9.35,0.400833333,0.400833333,1.41,8.27,3.26,3.08,0.75,0,0.55,0.75,1.4,2.49,6.62,9.35,3.160833333
12030,DB,1729,1449,-16.19,-3.4,12.93,4.89,-11.95,-1.17,-5.66,-8.4,-0.96,-1.45,-2.62,-2.09,7.46,4.84,3.94,3.72,1.35,3.69,1.32,0.76,1.2,1.16,1.44,2.09,2.29,-0.7,3.28,1.31,-8.85,-0.32,-4.29,-11.05,-0.8,-1.25,-1.82,-1,3.26,-1.8525,1.8525,0.7,3.28,1.31,8.85,0.32,4.29,11.05,0.8,1.25,1.82,1,3.26,3.160833333
89470,HDC현대EP,3900,4200,7.69,-0.47,-4.64,2.1,2.57,1.3,-1.76,-7.22,-12.23,-0.45,-4.29,-4.2,17.52,1.3,1.68,2.79,2.09,1.04,1,1.62,4.02,1.74,1.46,1.25,1.11,-0.36,-2.76,0.75,1.23,1.25,-1.76,-4.46,-3.04,-0.26,-2.94,-3.36,15.78,0.005833333,0.005833333,0.36,2.76,0.75,1.23,1.25,1.76,4.46,3.04,0.26,2.94,3.36,15.78,3.1625
293940,신한알파리츠,6068,5960,-1.78,-0.33,-1.72,-6.98,8.33,0,0.16,-2.92,-8.04,9.79,0,-0.78,5.56,1.38,1.97,1.67,0.95,0.91,0.67,1.43,1.5,1.21,0.63,0.76,0.78,-0.24,-0.87,-4.18,8.77,0,0.24,-2.04,-5.36,8.09,0,-1.03,7.13,0.875833333,0.875833333,0.24,0.87,4.18,8.77,0,0.24,2.04,5.36,8.09,0,1.03,7.13,3.1625
138490,코오롱ENP,7110,6080,-14.49,-0.33,-0.65,-11.73,-10.74,-4.02,12.66,-4.74,-0.27,4.5,-8.66,6.24,-1.35,0.34,1.56,4.08,1.41,1.17,4.86,1.33,1.11,1.87,1.12,1.15,2.05,-0.97,-0.42,-2.88,-7.62,-3.44,2.6,-3.56,-0.24,2.41,-7.73,5.43,-0.66,-1.423333333,1.423333333,0.97,0.42,2.88,7.62,3.44,2.6,3.56,0.24,2.41,7.73,5.43,0.66,3.163333333
92200,디아이씨,5800,3965,-31.64,0.25,-0.99,-10.69,-20.59,10.48,-8.77,7.64,23.33,3.56,-16.07,-0.4,1.56,0.8,1.98,3.63,2.01,3.94,2.21,5.15,4.16,2.27,2.01,1.74,3.1,0.31,-0.5,-2.94,-10.24,2.66,-3.97,1.48,5.61,1.57,-8,-0.23,0.5,-1.145833333,1.145833333,0.31,0.5,2.94,10.24,2.66,3.97,1.48,5.61,1.57,8,0.23,0.5,3.1675
145995,삼양사우,24450,30550,24.95,0,1.49,-0.17,-0.33,1.68,0.85,3.69,0.89,9.14,-2.66,1.95,8.03,0.23,0.54,1.75,0.36,1.77,0.47,0.63,1.03,1.17,0.85,1.06,0.67,0,2.76,-0.1,-0.92,0.95,1.81,5.86,0.86,7.81,-3.13,1.84,11.99,2.4775,2.4775,0,2.76,0.1,0.92,0.95,1.81,5.86,0.86,7.81,3.13,1.84,11.99,3.169166667
11280,태림포장,2285,2280,-0.22,0.22,-1.08,-5.8,-5.33,-3.8,-8.93,-7.52,-12.12,13.37,22.82,1.69,2.37,0.62,1.62,3.82,0.86,0.91,1.9,1.77,2.33,4.02,6.87,1.05,0.87,0.35,-0.67,-1.52,-6.2,-4.18,-4.7,-4.25,-5.2,3.33,3.32,1.61,2.72,-1.2825,1.2825,0.35,0.67,1.52,6.2,4.18,4.7,4.25,5.2,3.33,3.32,1.61,2.72,3.170833333
137310,에스디바이오센서,10150,9100,-10.34,-0.22,-10,11.33,-6.34,-2.57,-4.29,-11.65,-4.3,18.17,-9.73,-5.06,15.92,0.31,2.31,6.87,2.65,2.71,1.61,2.12,3.17,2.28,2.79,3.69,2.79,-0.71,-4.33,1.65,-2.39,-0.95,-2.66,-5.5,-1.36,7.97,-3.49,-1.37,5.71,-0.619166667,0.619166667,0.71,4.33,1.65,2.39,0.95,2.66,5.5,1.36,7.97,3.49,1.37,5.71,3.174166667
16710,대성홀딩스,10690,7940,-25.72,-0.5,-0.74,-5.39,-4.85,-8.64,-3.85,-2.56,-1.78,-0.41,-9.42,2.45,-1.1,0,0.83,2.13,0.53,3.09,0.66,0.75,0.8,2.47,1.26,0.88,1.31,,-0.89,-2.53,-9.15,-2.8,-5.83,-3.41,-2.23,-0.17,-7.48,2.78,-0.84,-2.959090909,2.959090909,0,0.89,2.53,9.15,2.8,5.83,3.41,2.23,0.17,7.48,2.78,0.84,3.175833333
10580,에스엠벡셀,1787,1225,-31.45,0.33,-2.06,-3.83,0.31,-11.5,-7.03,-1.56,1.78,0,-13.83,2.47,10.7,0.98,1.22,1.53,2.39,1.48,1.03,1.77,2.1,1.49,1.27,2.25,2.08,0.34,-1.69,-2.5,0.13,-7.77,-6.83,-0.88,0.85,0,-10.89,1.1,5.14,-1.916666667,1.916666667,0.34,1.69,2.5,0.13,7.77,6.83,0.88,0.85,0,10.89,1.1,5.14,3.176666667
322000,HD현대에너지솔루션,24150,24500,1.45,0.41,-3.07,6.09,-6.99,-20.86,48.54,-3.62,6.49,-3.33,-15.28,16.46,8.86,2.67,4.38,8.57,2.42,2.84,7.36,3.72,1.66,1.94,2.75,4.92,2.09,0.15,-0.7,0.71,-2.89,-7.35,6.6,-0.97,3.91,-1.72,-5.56,3.35,4.24,-0.019166667,0.019166667,0.15,0.7,0.71,2.89,7.35,6.6,0.97,3.91,1.72,5.56,3.35,4.24,3.179166667
58730,다스코,4335,3150,-27.34,0.96,-2.14,-21.72,36.48,-8.5,-2.31,-5.28,-6.98,0.38,-6.46,-2.86,-0.69,2.34,1.64,5.19,5.72,1.64,0.99,1.48,1.35,1.39,1.11,0.91,1.72,0.41,-1.3,-4.18,6.38,-5.18,-2.33,-3.57,-5.17,0.27,-5.82,-3.14,-0.4,-2.0025,2.0025,0.41,1.3,4.18,6.38,5.18,2.33,3.57,5.17,0.27,5.82,3.14,0.4,3.179166667
51900,LG생활건강,434500,383000,-11.85,0.52,5.13,1.29,-2.63,-18.61,-1.88,3.7,18.2,4.42,-14.27,8.23,3.41,0,2.73,2.7,2.04,1.91,2.15,3.17,2.34,2.3,2.37,1.53,2.03,,1.88,0.48,-1.29,-9.74,-0.87,1.17,7.78,1.92,-6.02,5.38,1.68,0.215454545,0.215454545,0,1.88,0.48,1.29,9.74,0.87,1.17,7.78,1.92,6.02,5.38,1.68,3.184166667
450140,코오롱모빌리티그룹,2990,2450,-18.06,5.15,-3.62,-11.59,-14.71,0.81,-8.77,-8.45,-2.88,6.89,24.13,-8.33,10.9,5.56,2.48,3.97,1.73,1.36,2.41,2.07,3.15,6.09,6.59,3.51,1.35,0.93,-1.46,-2.92,-8.5,0.6,-3.64,-4.08,-0.91,1.13,3.66,-2.37,8.07,-0.790833333,0.790833333,0.93,1.46,2.92,8.5,0.6,3.64,4.08,0.91,1.13,3.66,2.37,8.07,3.189166667
51630,진양화학,3002,2950,-1.73,-0.34,11.64,-14.75,-6.42,-1.26,0.59,3.84,12.04,2.26,-8.25,-2.67,-7.57,0.36,2.22,2.42,1.45,1.57,1.57,2.05,2.09,0.99,1.43,1.3,2.84,-0.94,5.24,-6.1,-4.43,-0.8,0.38,1.87,5.76,2.28,-5.77,-2.05,-2.67,-0.6025,0.6025,0.94,5.24,6.1,4.43,0.8,0.38,1.87,5.76,2.28,5.77,2.05,2.67,3.190833333
