Ticker,Name,Start Price,Current Price,Total Return (%),Month 1 Return (%),Month 2 Return (%),Month 3 Return (%),Month 4 Return (%),Month 5 Return (%),Month 6 Return (%),Month 7 Return (%),Month 8 Return (%),Month 9 Return (%),Month 10 Return (%),Month 11 Return (%),Month 12 Return (%),Month 1 Volatility (%),Month 2 Volatility (%),Month 3 Volatility (%),Month 4 Volatility (%),Month 5 Volatility (%),Month 6 Volatility (%),Month 7 Volatility (%),Month 8 Volatility (%),Month 9 Volatility (%),Month 10 Volatility (%),Month 11 Volatility (%),Month 12 Volatility (%),Month 1 Sharpe Ratio,Month 2 Sharpe Ratio,Month 3 Sharpe Ratio,Month 4 Sharpe Ratio,Month 5 Sharpe Ratio,Month 6 Sharpe Ratio,Month 7 Sharpe Ratio,Month 8 Sharpe Ratio,Month 9 Sharpe Ratio,Month 10 Sharpe Ratio,Month 11 Sharpe Ratio,Month 12 Sharpe Ratio,,abs,abssr1,abssr2,abssr3,abssr4,abssr5,abssr6,abssr7,abssr8,abssr9,abssr10,abssr11,abssr12,abssrsum
161390,한국타이어앤테크놀로지,37600,38550,2.53,-0.26,-2.01,-0.69,-0.56,2.49,-19.84,8.84,1.5,4.23,13.12,1.11,16.58,4.59,1.85,3.62,1.75,1.32,4.3,3.04,2.24,2.55,2.34,1.91,2.73,-0.06,-1.09,-0.19,-0.32,1.89,-4.61,2.91,0.67,1.66,5.61,0.58,6.07,1.093333333,1.093333333,0.06,1.09,0.19,0.32,1.89,4.61,2.91,0.67,1.66,5.61,0.58,6.07,2.138333333
3550,LG,81000,79200,-2.22,0.64,0,-8.01,7.7,-1.35,4.5,-8.31,-7.89,6.36,-3.3,4.76,8.52,0.81,2.88,2.14,1.45,1.94,1.37,1.75,2.67,3.58,2.13,2.23,2.14,0.79,0,-3.74,5.31,-0.7,3.28,-4.75,-2.96,1.78,-1.55,2.13,3.98,0.2975,0.2975,0.79,0,3.74,5.31,0.7,3.28,4.75,2.96,1.78,1.55,2.13,3.98,2.580833333
12750,에스원,57400,56000,-2.44,-1.06,2.78,5.14,-4.09,-7.64,5.65,-0.83,3.8,2.11,-5.17,2.74,6.55,2.24,1.55,1.16,1.34,1.72,1.21,1.33,1.7,1.56,1.56,1.95,1.92,-0.47,1.79,4.43,-3.05,-4.44,4.67,-0.62,2.24,1.35,-3.31,1.41,3.41,0.6175,0.6175,0.47,1.79,4.43,3.05,4.44,4.67,0.62,2.24,1.35,3.31,1.41,3.41,2.599166667
10060,OCI홀딩스,91500,68800,-24.81,-0.58,0.57,-5.94,-16.29,-7.43,2.22,0.64,-2.42,-14.16,3.16,10.51,-2.95,1.29,1.92,2.69,1.8,1.38,1.69,1.58,1.55,2.85,3.57,3.26,1.97,-0.45,0.3,-2.21,-9.05,-5.38,1.31,0.41,-1.56,-4.97,0.89,3.22,-1.5,-1.5825,1.5825,0.45,0.3,2.21,9.05,5.38,1.31,0.41,1.56,4.97,0.89,3.22,1.5,2.604166667
35420,NAVER,189400,170700,-9.87,1.49,1.68,-3.37,6.81,-3.36,-9.85,-5.1,-2.4,-3.7,-11.87,8.74,10.82,1.55,2.1,2.84,1.98,1.33,1.54,1.5,0.99,2.94,1.83,1.72,1.83,0.96,0.8,-1.19,3.44,-2.53,-6.4,-3.4,-2.42,-1.26,-6.49,5.08,5.91,-0.625,0.625,0.96,0.8,1.19,3.44,2.53,6.4,3.4,2.42,1.26,6.49,5.08,5.91,3.323333333
5380,현대차,190500,239500,25.72,1.05,-0.81,0.79,-12.94,11.32,1.61,10.33,-8.81,20.43,-2.94,11.32,8.22,2.77,2.58,3.03,2.38,1.85,2.66,2.54,2.29,3.46,1.88,1.43,1.2,0.38,-0.31,0.26,-5.44,6.12,0.61,4.07,-3.85,5.9,-1.56,7.92,6.85,1.745833333,1.745833333,0.38,0.31,0.26,5.44,6.12,0.61,4.07,3.85,5.9,1.56,7.92,6.85,3.605833333
6400,삼성SDI,489000,361500,-26.07,-2.69,2.57,5.99,-12.94,-6.1,-15.56,-4.41,25.77,-0.13,-20.24,5.59,10.93,0.6,3.4,3.61,2.67,1.98,1.88,3.1,4.46,2.17,2.25,2.46,4.01,-4.48,0.76,1.66,-4.85,-3.08,-8.28,-1.42,5.78,-0.06,-9,2.27,2.73,-1.4975,1.4975,4.48,0.76,1.66,4.85,3.08,8.28,1.42,5.78,0.06,9,2.27,2.73,3.6975
660,SK하이닉스,120200,174100,44.84,2.96,0.34,-10.14,-17.37,21.78,8.99,-6.09,9.91,17.71,-5.41,6.71,11.31,4.32,4.41,4.71,2.86,2.7,2.07,3.04,3.16,2.73,1.97,1.68,2.19,0.69,0.08,-2.15,-6.07,8.07,4.34,-2,3.14,6.49,-2.75,3.99,5.16,1.5825,1.5825,0.69,0.08,2.15,6.07,8.07,4.34,2,3.14,6.49,2.75,3.99,5.16,3.744166667
270,기아,83500,98000,17.37,-0.71,-5.84,-5.35,-12.83,7.13,-1.59,8.56,-12.26,17.12,5.43,16.55,10.98,0.35,2.3,3.18,1.83,1.65,2.15,2.42,2.41,4.02,2.69,1.71,1.52,-2.03,-2.54,-1.68,-7.01,4.32,-0.74,3.54,-5.09,4.26,2.02,9.68,7.22,0.995833333,0.995833333,2.03,2.54,1.68,7.01,4.32,0.74,3.54,5.09,4.26,2.02,9.68,7.22,4.1775
16380,KG스틸,7320,6500,-11.2,-1.66,16.75,-10.02,-2.48,-9.82,-0.72,-0.42,-5.41,-4.1,-15.23,3.49,20.86,0.33,2.36,2.79,1.54,1.25,1.16,1.63,1.2,1.39,1.39,1.89,2.01,-5.03,7.1,-3.59,-1.61,-7.86,-0.62,-0.26,-4.51,-2.95,-10.96,1.85,10.38,-1.505,1.505,5.03,7.1,3.59,1.61,7.86,0.62,0.26,4.51,2.95,10.96,1.85,10.38,4.726666667
3560,IHQ,10760,10760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
33180,KH 필룩스,6630,6630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
5030,부산주공,486,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
7610,선도전기,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
91090,세원이앤씨,1270,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
102280,쌍방울,269,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
93230,이아이디,1392,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
101140,인바이오젠,9340,9340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
109070,주성코퍼레이션,4100,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
12600,청호ICT,2490,2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
489790,한화인더스트리얼솔루션즈,35400,34500,-2.54,1.17,-5.93,0,0,0,0,0,0,0,0,0,0,0.87,,0,0,0,0,0,0,0,0,0,0,1.34,,,,,,,,,,,,1.34,1.34,1.34,0,0,0,0,0,0,0,0,0,0,0,0.111666667
481850,신한글로벌액티브리츠,2760,2555,-7.43,0.2,0,-5.52,1.99,0,0,0,0,0,0,0,0,0.83,1.77,1.47,1.12,0,0,0,0,0,0,0,0,0.24,0,-3.76,1.78,,,,,,,,,-0.435,0.435,0.24,0,3.76,1.78,0,0,0,0,0,0,0,0,0.481666667
462870,시프트업,71000,56200,-20.85,0.54,-9.74,-8.73,-5.63,0,0,0,0,0,0,0,0,1.13,3.13,6.36,4.65,0,0,0,0,0,0,0,0,0.48,-3.11,-1.37,-1.21,,,,,,,,,-1.3025,1.3025,0.48,3.11,1.37,1.21,0,0,0,0,0,0,0,0,0.514166667
1080,만호제강,45000,31000,-31.11,13.55,-34.56,0,0,0,0,0,0,0,0,0,0,14.75,5.48,0,0,0,0,0,0,0,0,0,0,0.92,-6.31,,,,,,,,,,,-2.695,2.695,0.92,6.31,0,0,0,0,0,0,0,0,0,0,0.6025
79900,전진건설로봇,20550,15170,-26.18,3.9,-18.69,-11.44,0,0,0,0,0,0,0,0,0,6.04,4.59,3.5,0,0,0,0,0,0,0,0,0,0.65,-4.07,-3.27,,,,,,,,,,-2.23,2.23,0.65,4.07,3.27,0,0,0,0,0,0,0,0,0,0.665833333
62040,산일전기,50200,45950,-8.47,4.43,25.92,-25.14,0.2,0,0,0,0,0,0,0,0,8.82,6.35,5.69,14.09,0,0,0,0,0,0,0,0,0.5,4.08,-4.42,0.01,,,,,,,,,0.0425,0.0425,0.5,4.08,4.42,0.01,0,0,0,0,0,0,0,0,0.750833333
6380,카프로,3640,3660,0.55,0,0,0,0,0,0,0,0,0,-14.39,-6.14,20.08,0,0,0,0,0,0,0,0,0,2.36,3.26,7.52,,,,,,,,,,-6.1,-1.88,2.67,-1.77,1.77,0,0,0,0,0,0,0,0,0,6.1,1.88,2.67,0.8875
487570,HS효성,82600,42250,-48.85,-0.94,-4.71,-24.63,-22.76,0,0,0,0,0,0,0,0,0.91,1.84,4.27,12.42,0,0,0,0,0,0,0,0,-1.03,-2.56,-5.77,-1.83,,,,,,,,,-2.7975,2.7975,1.03,2.56,5.77,1.83,0,0,0,0,0,0,0,0,0.9325
140910,에이리츠,3330,3130,-6.01,0,0,0,0,0,0,0,0,-4.43,-6.8,-1.28,2.71,0,0,0,0,0,0,0,0,1.11,1.35,1.95,1.77,,,,,,,,,-3.99,-5.04,-0.66,1.53,-2.04,2.04,0,0,0,0,0,0,0,0,3.99,5.04,0.66,1.53,0.935
443060,HD현대마린솔루션,163900,104300,-36.36,0.58,-2.99,-24.18,7.03,-1.52,-20.07,0,0,0,0,0,0,0.41,2.48,5.2,4.34,4.11,7.74,0,0,0,0,0,0,1.41,-1.21,-4.65,1.62,-0.37,-2.59,,,,,,,-0.965,0.965,1.41,1.21,4.65,1.62,0.37,2.59,0,0,0,0,0,0,0.9875
5305,롯데칠성우,66400,66700,0.45,0.15,-0.15,-1.75,0.44,-0.15,0.3,-0.73,0.74,0,-2.47,0.15,1.03,0.11,0.51,1.19,0.37,0.9,0.47,0.46,0.32,1.34,0.74,0.88,0.8,1.36,-0.29,-1.47,1.19,-0.17,0.64,-1.59,2.31,0,-3.34,0.17,1.29,0.008333333,0.008333333,1.36,0.29,1.47,1.19,0.17,0.64,1.59,2.31,0,3.34,0.17,1.29,1.151666667
214390,경보제약,6370,7440,16.8,0,0,0,0,0,0,0,0.81,2.91,-13.59,-5.62,36.34,0,0,0,0,0,0,0,3.74,1.58,2.31,2.05,10.4,,,,,,,,0.22,1.84,-5.88,-2.74,3.49,-0.614,0.614,0,0,0,0,0,0,0,0.22,1.84,5.88,2.74,3.49,1.180833333
75180,새론오토모티브,4240,3900,-8.02,0.52,1.7,1.3,0.13,-1.3,-0.13,-2.41,-0.63,-3.39,-2.98,0.49,3.59,0.64,0.99,1.68,0.75,0.93,1.22,1.63,1.16,1.2,1.92,1.61,1.33,0.81,1.72,0.77,0.17,-1.4,-0.11,-1.48,-0.54,-2.83,-1.55,0.3,2.7,-0.12,0.12,0.81,1.72,0.77,0.17,1.4,0.11,1.48,0.54,2.83,1.55,0.3,2.7,1.198333333
5110,한창,1600,1254,-21.63,0,0,0,0,0,0,0,14.84,-8.08,-12.96,5.62,-6.8,0,0,0,0,0,0,0,7.41,1.87,2.57,8.14,2.7,,,,,,,,2,-4.32,-5.04,0.69,-2.52,-1.838,1.838,0,0,0,0,0,0,0,2,4.32,5.04,0.69,2.52,1.214166667
2025,코오롱우,13550,12940,-4.5,-0.77,-1.07,-1.8,-0.3,0.67,0.69,0.38,-2.02,-3.33,-1.65,-4.84,4.53,1.03,0.9,1.95,1.73,1.55,0.92,0.84,1.34,1.55,1.51,2.45,1.09,-0.75,-1.19,-0.92,-0.17,0.43,0.75,0.45,-1.51,-2.15,-1.09,-1.98,4.16,-0.330833333,0.330833333,0.75,1.19,0.92,0.17,0.43,0.75,0.45,1.51,2.15,1.09,1.98,4.16,1.295833333
810,삼성화재,254500,335000,31.63,0.45,-4.31,-7.48,0.13,8.96,15.78,1.64,0.33,2.94,1.54,2.14,0,2.58,2.67,3.36,2.15,2.51,3.4,2.74,3.01,4.51,1.97,1.53,2.48,0.17,-1.61,-2.23,0.06,3.57,4.64,0.6,0.11,0.65,0.78,1.4,0,0.678333333,0.678333333,0.17,1.61,2.23,0.06,3.57,4.64,0.6,0.11,0.65,0.78,1.4,0,1.318333333
38380K,LX홀딩스1우,9150,8790,-3.93,-0.11,-1.35,0.11,0.23,-0.11,-2,-0.88,-0.87,-1.5,-3.21,3.76,2.76,0.48,1,1.71,0.48,0.81,0.47,0.78,0.62,1.27,1.28,2.35,1.31,-0.23,-1.35,0.06,0.48,-0.14,-4.26,-1.13,-1.4,-1.18,-2.51,1.6,2.11,-0.6625,0.6625,0.23,1.35,0.06,0.48,0.14,4.26,1.13,1.4,1.18,2.51,1.6,2.11,1.370833333
1527,동양2우B,10710,9790,-8.59,2.09,0.51,-11.49,-3.59,-5.1,2.76,-6.4,-1.88,1.54,-2.16,3.82,18.46,2.99,3.13,2.03,2.01,5.7,2.7,5.24,3.22,3.04,2.67,2.96,8.58,0.7,0.16,-5.66,-1.79,-0.89,1.02,-1.22,-0.58,0.51,-0.81,1.29,2.15,-0.426666667,0.426666667,0.7,0.16,5.66,1.79,0.89,1.02,1.22,0.58,0.51,0.81,1.29,2.15,1.398333333
300,대유플러스,682,241,-64.66,0,0,0,0,0,0,0,0,30.98,13.25,-29.79,-65.84,0,0,0,0,0,0,0,0,7.71,7.71,9.41,8.1,,,,,,,,,4.02,1.72,-3.17,-8.13,-1.39,1.39,0,0,0,0,0,0,0,0,4.02,1.72,3.17,8.13,1.42
6570,대림통상,3380,2920,-13.61,-0.68,1.9,-1.18,-1.97,-0.83,2.08,1.04,2.2,-1.02,-0.34,-0.34,6.26,0.12,1.69,2.22,1.65,1.28,2.05,1.89,1.64,1.98,2.57,1.68,1.5,-5.67,1.12,-0.53,-1.19,-0.65,1.01,0.55,1.34,-0.52,-0.13,-0.2,4.17,-0.058333333,0.058333333,5.67,1.12,0.53,1.19,0.65,1.01,0.55,1.34,0.52,0.13,0.2,4.17,1.423333333
8500,일정실업,15000,14220,-5.2,1.64,2.55,1.44,-3.67,-6.71,1.36,3.98,-19.07,0,0,0,0,0.6,2.6,5.78,1.07,2.28,3.66,7.78,3.14,0,0,0,0,2.73,0.98,0.25,-3.43,-2.94,0.37,0.51,-6.07,,,,,-0.95,0.95,2.73,0.98,0.25,3.43,2.94,0.37,0.51,6.07,0,0,0,0,1.44
70,삼양홀딩스,69700,77200,10.76,1.05,7.75,3.86,1.6,-1.43,0.43,-0.85,-4.86,-1.22,-0.73,-0.58,2.21,2.1,3.61,1.53,0.8,1.43,1.17,0.86,1.41,2.6,1.35,0.89,0.8,0.5,2.15,2.52,2,-1,0.37,-0.99,-3.45,-0.47,-0.54,-0.65,2.76,0.266666667,0.266666667,0.5,2.15,2.52,2,1,0.37,0.99,3.45,0.47,0.54,0.65,2.76,1.45
100250,진양홀딩스,3320,3175,-4.37,0.16,0,0.32,-3.36,-0.15,-0.15,0.15,0,1.89,-2.34,-1.53,0.47,0.22,0.37,1.1,0.5,0.37,0.41,0.61,0.42,0.7,0.65,0.85,0.68,0.73,0,0.29,-6.72,-0.41,-0.37,0.25,0,2.7,-3.6,-1.8,0.69,-0.686666667,0.686666667,0.73,0,0.29,6.72,0.41,0.37,0.25,0,2.7,3.6,1.8,0.69,1.463333333
47810,한국항공우주,47650,52100,9.34,0.58,-3.16,-5.4,12.2,0.57,-4.25,-0.58,1.38,1.58,-1.56,4.38,1.42,0.82,1.84,2.95,2.45,1.79,2.68,1.89,1.74,2.02,2.23,1.41,1.9,0.71,-1.72,-1.83,4.98,0.32,-1.59,-0.31,0.79,0.78,-0.7,3.11,0.75,0.440833333,0.440833333,0.71,1.72,1.83,4.98,0.32,1.59,0.31,0.79,0.78,0.7,3.11,0.75,1.465833333
14530,극동유화,3610,4025,11.5,5.64,1.45,-4.64,0,-9.98,0.91,1.03,-2.03,-0.13,-8.44,-5.24,-7.26,4.54,1.05,2.37,0.79,3.98,1.86,2.82,0.72,1.01,3.2,2.07,4.44,1.24,1.38,-1.96,0,-2.51,0.49,0.37,-2.82,-0.13,-2.64,-2.53,-1.64,-0.895833333,0.895833333,1.24,1.38,1.96,0,2.51,0.49,0.37,2.82,0.13,2.64,2.53,1.64,1.475833333
9410,태영건설,7240,4620,-36.19,0,0,0,0,0,0,0,-6.48,-5.95,3.63,-34.79,2.08,0,0,0,0,0,0,0,0.83,2.48,9.64,6.13,1.11,,,,,,,,-7.81,-2.4,0.38,-5.68,1.87,-2.728,2.728,0,0,0,0,0,0,0,7.81,2.4,0.38,5.68,1.87,1.511666667
19440,세아특수강,13810,13730,-0.58,-0.07,0.59,-2.14,0.43,-0.36,0,0.66,-0.22,0.36,-1.24,-2.6,5.9,0.05,0.4,1.21,0.35,0.37,0.36,0.37,0.38,0.75,0.73,1.12,1.24,-1.4,1.47,-1.77,1.23,-0.97,0,1.78,-0.58,0.48,-1.7,-2.32,4.76,0.081666667,0.081666667,1.4,1.47,1.77,1.23,0.97,0,1.78,0.58,0.48,1.7,2.32,4.76,1.538333333
5800,신영와코루,9210,9290,0.87,1.2,1.09,1.43,-1.21,-2.36,-0.54,-0.96,-1.46,-0.52,2.27,0.43,3.18,1.76,1.21,1.73,0.57,0.8,0.51,0.82,0.57,0.9,1.02,0.88,1.04,0.68,0.9,0.83,-2.12,-2.95,-1.06,-1.17,-2.56,-0.58,2.23,0.49,3.06,-0.1875,0.1875,0.68,0.9,0.83,2.12,2.95,1.06,1.17,2.56,0.58,2.23,0.49,3.06,1.5525
1560,제일연마,7760,8350,7.6,-0.48,0.24,-0.24,-1.65,2.25,2.64,-4.24,2.75,4.15,-3.66,3.45,3.33,0.34,1.08,1.66,0.91,2.14,1.1,1.69,1.73,2.72,1.48,1.69,1.83,-1.41,0.22,-0.14,-1.81,1.05,2.4,-2.51,1.59,1.53,-2.47,2.04,1.82,0.1925,0.1925,1.41,0.22,0.14,1.81,1.05,2.4,2.51,1.59,1.53,2.47,2.04,1.82,1.5825
34220,LG디스플레이,11405,10580,-7.23,0.09,-2.84,-3.51,-2.68,11.04,-4.34,-2.68,-3.15,-3.89,-5.58,2.99,2.21,2.46,3.61,3.24,2.29,3.43,1.6,1.72,2.04,1.41,2.8,2.56,2.3,0.04,-0.79,-1.08,-1.17,3.22,-2.71,-1.56,-1.54,-2.76,-1.99,1.17,0.96,-0.684166667,0.684166667,0.04,0.79,1.08,1.17,3.22,2.71,1.56,1.54,2.76,1.99,1.17,0.96,1.5825
34590,인천도시가스,25650,25600,-0.19,-0.19,0.39,-0.39,0.2,-2.84,0.59,0.99,-0.59,0.2,-1.18,-1.73,1.96,0.28,0.37,0.73,0.34,1.29,0.67,0.29,0.39,0.56,0.5,0.82,0.55,-0.68,1.05,-0.53,0.59,-2.2,0.88,3.41,-1.51,0.36,-2.36,-2.11,3.56,0.038333333,0.038333333,0.68,1.05,0.53,0.59,2.2,0.88,3.41,1.51,0.36,2.36,2.11,3.56,1.603333333
2787,진흥기업2우B,11410,10690,-6.31,-0.09,-10.92,-2.97,0.65,-0.08,-0.48,0.16,-1.74,-1.11,-0.24,-0.64,6.23,0.13,2.87,0.71,0.77,0.43,0.43,0.65,1.18,0.72,1.44,1.91,1.26,-0.69,-3.8,-4.18,0.84,-0.19,-1.12,0.25,-1.47,-1.54,-0.17,-0.34,4.94,-0.6225,0.6225,0.69,3.8,4.18,0.84,0.19,1.12,0.25,1.47,1.54,0.17,0.34,4.94,1.6275
25860,남해화학,7220,6570,-9,0.46,-0.45,-6.51,-0.84,0,-2.1,-2.32,-1.08,0.14,-2.01,3.93,-1.25,0.65,1.34,2.17,0.88,0.73,0.83,0.82,0.44,0.69,0.68,1.88,0.83,0.71,-0.34,-3,-0.95,0,-2.53,-2.83,-2.45,0.2,-2.96,2.09,-1.51,-1.130833333,1.130833333,0.71,0.34,3,0.95,0,2.53,2.83,2.45,0.2,2.96,2.09,1.51,1.630833333
267270,HD현대건설기계,64900,52100,-19.72,0.77,0.77,-11.54,1.19,-3.51,3.07,-6.46,5.66,4.06,0.99,6.05,9.2,1.62,2.6,3.39,5.5,1.5,2.86,2.51,2.97,3.65,3.09,2.13,3.01,0.48,0.3,-3.4,0.22,-2.34,1.07,-2.57,1.91,1.11,0.32,2.84,3.06,0.25,0.25,0.48,0.3,3.4,0.22,2.34,1.07,2.57,1.91,1.11,0.32,2.84,3.06,1.635
10820,퍼스텍,3045,2885,-5.25,1.94,-2.88,-5.55,-4.57,-2.23,-3.68,-1.49,-1.49,3.99,-2.14,-3.99,-2.49,2.36,3.21,3.69,1.78,1.34,1.73,1.32,1.14,1.46,2.62,1.42,1.84,0.82,-0.9,-1.5,-2.57,-1.66,-2.13,-1.13,-1.31,2.73,-0.82,-2.81,-1.35,-1.0525,1.0525,0.82,0.9,1.5,2.57,1.66,2.13,1.13,1.31,2.73,0.82,2.81,1.35,1.644166667
58650,세아홀딩스,104000,101000,-2.88,0.1,0,-5.81,-1.78,3.61,-6.07,-1.33,-1.45,-4.34,1.66,0.84,2.08,0.07,1.71,2.25,1.19,2.34,0.99,1.63,1.76,2.46,2.07,1.88,1.03,1.43,0,-2.58,-1.5,1.54,-6.13,-0.82,-0.82,-1.76,0.8,0.45,2.02,-0.614166667,0.614166667,1.43,0,2.58,1.5,1.54,6.13,0.82,0.82,1.76,0.8,0.45,2.02,1.654166667
192080,더블유게임즈,33069,49500,49.69,0.3,0.6,5.13,1.53,2.22,0.8,4.67,-10.98,7.54,3.11,4.16,1.13,1.13,1.51,2.63,1.13,1.59,1.9,1.7,2.95,2.47,2.63,1.31,2.74,0.27,0.4,1.95,1.35,1.4,0.42,2.75,-3.72,3.05,1.18,3.18,0.41,1.053333333,1.053333333,0.27,0.4,1.95,1.35,1.4,0.42,2.75,3.72,3.05,1.18,3.18,0.41,1.673333333
69730,DSR제강,4320,3725,-13.77,1.5,-5.03,-8.99,0,-8.83,-1.18,1.44,-1.07,-0.71,-1.54,-1.42,2.16,3.12,2.05,2.56,1.71,5.45,0.82,0.86,0.57,0.56,0.87,0.79,0.98,0.48,-2.45,-3.51,0,-1.62,-1.44,1.67,-1.88,-1.27,-1.77,-1.8,2.2,-0.949166667,0.949166667,0.48,2.45,3.51,0,1.62,1.44,1.67,1.88,1.27,1.77,1.8,2.2,1.674166667
680,LS네트웍스,3495,3465,-0.86,1.76,1.47,-15.06,-8.42,-9.51,-1.72,2.6,7.52,-2.35,0.12,-9.85,9.39,2.37,2.65,3.99,2.85,2.35,2.89,3.45,7.52,2.11,7.57,4.24,3.89,0.74,0.55,-3.77,-2.95,-4.05,-0.6,0.75,1,-1.11,0.02,-2.32,2.41,-0.7775,0.7775,0.74,0.55,3.77,2.95,4.05,0.6,0.75,1,1.11,0.02,2.32,2.41,1.689166667
5725,넥센우,2950,3095,4.92,-2.06,3.62,-2.56,2.27,-0.65,1.64,0.5,0.33,3.62,-1.04,0,0.87,1.79,0.63,1.81,0.9,0.96,1.38,0.86,0.72,0.76,0.8,1.23,1.76,-1.15,5.75,-1.41,2.52,-0.68,1.19,0.58,0.46,4.76,-1.3,0,0.49,0.934166667,0.934166667,1.15,5.75,1.41,2.52,0.68,1.19,0.58,0.46,4.76,1.3,0,0.49,1.690833333
32640,LG유플러스,10270,9700,-5.55,0,-0.3,-2.79,2.56,0.72,-1.33,-1.3,-1.87,-1.05,0.59,-1.25,1.94,0.79,0.9,1.14,0.57,0.84,0.67,0.6,0.6,1.14,0.67,1.04,0.98,0,-0.33,-2.45,4.49,0.86,-1.99,-2.17,-3.12,-0.92,0.88,-1.2,1.98,-0.330833333,0.330833333,0,0.33,2.45,4.49,0.86,1.99,2.17,3.12,0.92,0.88,1.2,1.98,1.699166667
71090,하이스틸,3405,3325,-2.35,-2.49,4.99,-11.14,0.13,-10.75,6.89,8.1,-1.29,-4.6,-0.91,1.23,1.85,0.54,2.08,4.5,2.96,6.73,5.48,4.53,0.97,1.7,2.66,1.1,2.07,-4.61,2.4,-2.48,0.04,-1.6,1.26,1.79,-1.33,-2.71,-0.34,1.12,0.89,-0.464166667,0.464166667,4.61,2.4,2.48,0.04,1.6,1.26,1.79,1.33,2.71,0.34,1.12,0.89,1.714166667
475150,SK이터닉스,10701,17260,61.29,-2.1,11.46,14.07,-12,-17.65,37.34,19.77,0,0,0,0,0,0.46,8.03,6.66,5.25,3.56,10.57,11.7,,0,0,0,0,-4.57,1.43,2.11,-2.29,-4.96,3.53,1.69,,,,,,-0.437142857,0.437142857,4.57,1.43,2.11,2.29,4.96,3.53,1.69,0,0,0,0,0,1.715
1790,대한제당,2955,2935,-0.68,-0.34,0.51,-3.86,0.33,0.32,-3.13,0.16,-2.77,-5.11,5.03,-2.75,6.7,0,1.66,2.78,0.77,2.1,1.41,1.32,1.27,1.34,1.09,2.45,1.36,,0.31,-1.39,0.43,0.15,-2.22,0.12,-2.18,-3.81,4.61,-1.12,4.93,-0.015454545,0.015454545,0,0.31,1.39,0.43,0.15,2.22,0.12,2.18,3.81,4.61,1.12,4.93,1.7725
3465,유화증권우,2200,2210,0.45,0.45,2.31,-0.69,1.15,-2.04,1.14,-1.56,-1.1,3.64,-5,-1.32,0.44,0.8,0.87,1.13,0.8,0.7,0.75,1.42,1.07,0.77,1.52,1.27,1.05,0.56,2.66,-0.61,1.44,-2.91,1.52,-1.1,-1.03,4.73,-3.29,-1.04,0.42,0.1125,0.1125,0.56,2.66,0.61,1.44,2.91,1.52,1.1,1.03,4.73,3.29,1.04,0.42,1.775833333
60980,HL홀딩스,34400,35400,2.91,0,2.61,2.96,-1.47,-2.72,0.73,1.35,-2.59,-1,1.22,1.37,4.06,0,1.13,1.7,0.46,0.87,0.77,1,1.27,1.99,0.98,1.09,1.12,,2.31,1.74,-3.2,-3.13,0.95,1.35,-2.04,-0.5,1.24,1.26,3.62,0.327272727,0.327272727,0,2.31,1.74,3.2,3.13,0.95,1.35,2.04,0.5,1.24,1.26,3.62,1.778333333
